// Localization Table
// Language: Simplified Chinese
[Info]

//1322. ORIGINAL [#FF8080FF]: People in there have changed.
abb98813-e3e5-48f3-81c7-071f1708bcef = 隔离区里的人都变了.

//1323. ORIGINAL [#FF8080FF]: They try to kill you.
673cdb12-cca8-4a5a-93e5-20d558eae740 = 他们会试着杀了你

//1324. ORIGINAL [#FF8080FF]: All of them try to kill you.
505707e3-8444-444c-a4c0-5e5808b09f1c = 他们都会想杀了你.

//1325. ORIGINAL [#FFFFC000]: I know him. I know the guy.
c1f597a9-a8c8-470e-b1b5-9ccdb843babd = 我认识他.我认识那个人.

//1326. ORIGINAL [#FF00B0F0]: For people just tuning in, Kelly's calling about...
b015fc5a-2e9a-44f5-afa5-8937a54a2250 = 大家请注意,凯莉来电说...

//1327. ORIGINAL [#FF00B0F0]: ... the disturbing images that have emerged from the Event Zone.
751baa28-77c4-460e-ab54-8cbf3d0a8080 = ...从事件区域内流出的令人不安的图像.

//1328. ORIGINAL [#FF00B0F0]: Tune in to a news channel, everyone has it.
46767997-cb9e-4895-b575-44d9beefd0bb = 切到新闻频道,所有人都看看.

//1329. ORIGINAL [#FF00B0F0]: But I guess Kelly has what they'd call an exclusive.
4482867d-2732-4e3c-be17-887a621a0ee3 = 我猜凯莉有他们说的独家消息.

//1330. ORIGINAL [#FF00B0F0]: His family might be listening Kelly.
2ce24216-1413-4475-bd4b-6b0542f8277b = 他的家人可能也在收听凯莉.

//1331. ORIGINAL [#FFFFC000]: Okay, I won't name him.
3fbcb06c-97b0-4d82-84b2-faa732172f38 = 好吧,我不会说他的名字.

//1332. ORIGINAL [#FFFFC000]: But he works in the Cine-E Plex.
28281e96-16b2-46ff-9156-acafc9c15da2 = 但是他在Cine-E Plex工作.

//1333. ORIGINAL [#FFFFC000]: Saw him last week when I took my son to the Spiffo movie.
a47d72ff-635b-4d49-996a-b654505c5afc = 上周我看到他了,当时我带着我的儿子去斯皮福电影院看电影.

//1334. ORIGINAL [#FFFFC000]: It's him for sure.
a16484ca-a3cd-4e43-aff8-f156e1312caa = 一定是他.

//1335. ORIGINAL [#FFFFC000]: You think they feel pain?
63aaedb0-83b1-4166-97b1-695d2c5cdd0d = 你觉得他们会有痛觉吗？

//1336. ORIGINAL [#FF00B0F0]: Well, his arm's not there. He's not even blinking.
246883ec-a1f1-4e43-a6d3-842c10ae4cc4 = 额,他的胳膊不见了.他甚至都不会眨眼.

//1337. ORIGINAL [#FFFFC000]: I don't even know if they feel.
ddac9986-8f20-481a-a908-fe0b719c01e0 = 我都不知道他们有没有感觉.

//1338. ORIGINAL [#FFFFC000]: You think it's contained?
0b6b15df-911f-4c11-b027-e48ae030a33f = 你觉得这事已经被控制了吗？

//1339. ORIGINAL [#FF00B0F0]: You're the caller. You tell me.
ffbb58b6-aa27-4976-a704-8939c4792020 = 你才是来电者,你说.

//1340. ORIGINAL [#FFFFC000]: I think they know what they're doing.
235cbddc-aa89-422c-b660-1a98fa4db1c1 = 我觉得他们知道自己在做什么.

//1341. ORIGINAL [#FFFFC000]: They're trained for this kinda thing.
9e624159-a16d-4a7a-84aa-e17fe6a64c57 = 毕竟他们是为了应付这种事情而接受训练的.

//1342. ORIGINAL [#FF00B0F0]: Let's hope you're right Clare.
97ec2193-eaa4-4aab-aad7-828db736b621 = 希望你是对的克莱尔.

//1343. ORIGINAL [Black]: [cine plex advert]
ce660513-cf12-4dfe-8446-eca55ceff3be = [Cine Plex广告]

//1344. ORIGINAL [#FF00B0F0]: What's your employment mystery caller?
f0c09429-6810-45f6-82cf-65f9ff3c7239 = 这位听众,你的职业是什么？

//1345. ORIGINAL [#FF00B050]: I'm a janitor.
d8808f18-f88f-43e4-b815-c7703bced915 = 我是管理员.

//1346. ORIGINAL [#FF00B050]: I've signed so many forms that I know this isn't right...
0efe1a20-ed58-4177-bb34-f84a451df435 = 我已经签署了很多表格,以至于我知道这是不对的...

//1347. ORIGINAL [#FF00B050]: But there's labs in there.
b378b5ff-5fe5-45f7-bf8e-0a2f079fb8ca = 但是那里有一个实验室.

//1348. ORIGINAL [#FF00B050]: Guys in white coats.
46edde53-de9f-4a25-aee5-18120e8829af = 那些穿着白大褂的人.

//1349. ORIGINAL [#FF00B0F0]: And they're experimenting with what? Biological stuff?
01503be9-c1a5-44dd-91dd-129d6d837297 = 他们在做什么实验？有关生化的东西？

//1350. ORIGINAL [#FF00B0F0]: Do they test on anything? Animals?
4dadb49e-f940-4900-886f-c4f162166bbb = 他们有对什么生物进行过测试吗？动物？

//1351. ORIGINAL [#FF00B050]: Saw some dogs on my last day before this all started.
3864922d-d7aa-40c1-9714-295817318003 = 在这一切开始前我看到一些狗.

//1352. ORIGINAL [#FF00B0F0]: They test on dogs?
3ef28b21-c41c-483f-ac87-043ad2abc053 = 他们在狗身上做测试？

//1353. ORIGINAL [#FF00B050]: Naw. Security guys' dog was sick.
739ab89a-d673-449a-bf8a-df665ec3edbd = 不不不.保安的狗生病了.

//1354. ORIGINAL [#FF00B0F0]: So what you're saying is...
f407f756-b9cb-4a83-9914-4ecaafb660ed = 所以你是说...

//1355. ORIGINAL [#FF00B0F0]: They have science stuff in a military installation.
0d398a7b-2212-4534-a733-ca2543976f2d = 在那些军事设施里有一些科学的东西？

//1356. ORIGINAL [#FF00B0F0]: Could be weapons, could be freshman chemistry class.
6ef94c48-3dc9-432c-ae76-630680e5e944 = 有可能是新武器,可能是新人的化学课.

//1357. ORIGINAL [#FF00B0F0]: And a guy owned a dog?
7b795bcc-936c-45bd-ac5c-26b241e28f48 = 那人是狗的主人吗？

//1358. ORIGINAL [#FF00B050]: Yes sir. That's the measure of it.
f5730dbf-8848-4f35-b54d-d6673800c089 = 是的,这就是他们采取的措施.

//1359. ORIGINAL [#FF00B050]: Could be anything.
af57531a-b0d3-4ff0-8135-0afae220012e = 有可是任何东西.

//1360. ORIGINAL [#FF00B050]: It's terrorism.
8e4198ec-4055-4548-95c5-fb1602eefcea = 这是恐怖主义.

//1361. ORIGINAL [#FF00B0F0]: If anyone actually knows some facts about the Event call me.
92040533-29d0-4480-b3f4-9d3e4ded5e70 = 如果有人真的知道事件的真相请来电.

//1362. ORIGINAL [Black]: Sick of time-wasters.
c91b4b77-7176-4a78-9d67-feb8b1facf6b = 浪费时间.

//1363. ORIGINAL [#FF00B0F0]: We've got a live one folks.
3b770e8b-6d9e-4357-a076-4d77f5c9a562 = 我们有一同来电听众们.

//1364. ORIGINAL [#FF00B0F0]: Charles, I'm just going to hand over to you.
e1b6d4c0-1f31-4595-8104-ad4ec76f1d77 = 让我们有请查尔斯.

//1365. ORIGINAL [#FF00B0F0]: Say what you need to say.
2bb26281-d165-4a24-a361-5b5fe10a1470 = 说你想要说的.

//1366. ORIGINAL [#FF00B050]: I was in there.
1221f660-5c88-4374-ba00-c936f13d7469 = 我当时就在那里.

//1367. ORIGINAL [#FF00B050]: Everyone got the sickness at once.
0bb492f8-a5d4-49c8-b43a-59f0d804c11e = 很多人都生病了.

//1368. ORIGINAL [#FF00B050]: But... not everyone got the sickness.
10b1931e-4d60-4631-ab9f-f683d4001264 = 但是... 不是所有人都得病了.

//1369. ORIGINAL [#FF00B050]: There was a bunch of us, running for the north road.
a5d200d8-1281-4cfa-a9cb-486ef994a664 = 有很多像我一样的,向北边逃命.

//1370. ORIGINAL [#FF00B050]: All around us they were waking up.
33c99abd-ddf2-4157-a565-eb55d4d0d031 = 在我们周围的是那些复活的人.

//1371. ORIGINAL [#FF00B050]: Waking up dead.
1ed3e6c1-6e9c-4cff-a8b0-6b4481996626 = 行尸走肉.

//1372. ORIGINAL [#FF00B050]: We saw soldiers in hazard suits... they just threw us into trucks.
28dcd42c-0fcb-481d-b141-4740fb516443 = 我们看到一些穿着防护服的士兵... 他们把我们赶上了卡车.

//1373. ORIGINAL [#FF00B050]: There was this one lady.
47807a60-cdae-4a9b-b782-0977cc88fdbd = 我记得有个女人.

//1374. ORIGINAL [#FF00B050]: They just shot her.
45c45da5-ae43-4d30-8a43-718ad3696539 = 他们直接对她开枪了.

//1375. ORIGINAL [#FF00B050]: Back then we didn't know why.
b444caa6-66eb-4bb0-964e-6aed3d510f0d = 之前我们还不知道为什么他要这么做.

//1376. ORIGINAL [#FF00B050]: Now I know they did her a favor.
ff6a86db-2966-4a74-b446-bb1db2a1d938 = 我在我知道了他是帮了她的忙.

//1377. ORIGINAL [#FF00B050]: They kept us in a military camp.
01e1f6fd-a9be-4785-b4c8-a1b75519bbef = 他们把我们关在了一个军队营地里.

//1378. ORIGINAL [#FF00B050]: They called it quarantine.
cc67c912-5dbc-40cd-b150-e1b48dd9b328 = 他们说这是隔离.

//1379. ORIGINAL [#FF00B050]: When people got sick they took them away.
d992d20a-5638-48f5-a68a-5bcb0484319b = 当有人得病的时候,他们会直接把他带走.

//1380. ORIGINAL [#FF00B050]: For tests they said, through an inch of hazard suit plastic...
986c831d-d998-45c2-9c32-4652f8882dad = 他们说要进行测试.

//1381. ORIGINAL [#FF00B050]: They never came back.
447c33ea-fa51-4d15-97e9-2bc54f1efbd4 = 他们就都没有回来过.

//1382. ORIGINAL [#FF00B050]: I didn't know anyone I was with but...
9956169e-66d1-4303-819f-f165251b1e04 = 当时我们关在一起时,我一个都不认识但是...

//1383. ORIGINAL [#FF00B050]: Fathers. Daughters. Wives. Children...
b601bdb9-54e9-4438-8d07-83dbdc9cc535 = 父亲.女儿.妻子.小孩子...

//1384. ORIGINAL [#FF00B050]: Losing their families, one by one.
76afa60c-7416-460f-96e1-baf06f17592d = 一个接着一个,失去了他们的家庭.

//1385. ORIGINAL [#FF00B050]: Then, two days ago, we woke up and the cells were open.
19f83a1b-9ac3-48fc-8cf9-19f29fbc2f40 = 然后,就在两天前,我们醒来发现牢房的门开了.

//1386. ORIGINAL [#FF00B050]: Soldiers were gone.
6d633da5-d5e1-485c-b5d9-f63f050c721d = 士兵们都不见了.

//1387. ORIGINAL [#FF00B050]: No trace.
bc19dac1-bf88-44ff-8e97-861d3757771e = 消失的无影无踪.

//1388. ORIGINAL [#FF00B050]: Just some guy in a uniform who'd been filled with bullets.
3b668d2e-9d16-46e2-8410-09138975e118 = 我们看到一个穿着制服的家伙,被打的千疮百孔.

//1389. ORIGINAL [#FF00B050]: Looked like a disagreement.
e8e9f9f0-a3fc-4195-827b-a51cd21b0af7 = 看起来像是发生了分歧.

//1390. ORIGINAL [#FF00B050]: We went North, and walked right through the border.
dadb316a-9f47-4927-81f1-dfa20ee1fab4 = 我们向北走,直接就穿过了边界.

//1391. ORIGINAL [#FF00B050]: No-one said a word.
3858f16c-5308-4a73-a603-6d72dd8aa0cf = 没人在那.

//1392. ORIGINAL [#FF00B050]: I feel like I've seen Hell.
cec08541-f82d-4ff7-8cc5-36303fea7672 = 我感觉我刚刚见到了地狱.

//1393. ORIGINAL [#FF00B0F0]: John, you're up. How're ya feeling?
8abcbe50-e95f-484e-99a2-ef8b6e2819e5 = 约翰,你已经接通了. 感觉如何？

//1394. ORIGINAL [#FF00B050]: I just wanted to say thank you.
4a69fb1e-a62d-440f-93e5-eb64c93fe0d1 = 我只想说谢谢你.

//1395. ORIGINAL [#FF00B050]: All those other stations. The TV.
d0a32efc-11f5-4274-b2c2-0e5dc39bfb33 = 所以其他的站点.电视台.

//1396. ORIGINAL [#FF00B050]: They're just saying what they want them to say.
6b60419b-51ad-46e8-b3db-29cb4487991b = 他们都在说谎.

//1397. ORIGINAL [#FF00B050]: Jackie Jaye's sat in McGrew's lap and spittin' his lies.
80c0b763-1246-4c12-bc8e-bf0e17386b25 = 杰基·杰伊也已经落入了麦格鲁将军的谎言圈套.

//1398. ORIGINAL [#FF00B050]: The people in there are DEAD.
9d28bf30-79d0-4b19-8dfd-ca90d851853e = 那里面的人都死了.

//1399. ORIGINAL [#FF00B050]: They're gone. My daughter. Your families.
d16be721-ad3d-4086-b7e6-5824331ea270 = 全都没了.我的女儿.你的家人.

//1400. ORIGINAL [#FF00B050]: This is how it ENDS.
33b1b0ca-e02d-40c8-9183-a288852e2a19 = 这就是结局.

//1401. ORIGINAL [#FF00B0F0]: Thank you John.
d731ea41-8a5a-4784-88f2-c038322a1502 = 谢谢你约翰.

//1402. ORIGINAL [#FF00B0F0]: Sure is starting to feel that way.
46ce2fbe-088f-4033-aaa2-69eacf17fd2a = 这件事没有好转的迹象.

//1403. ORIGINAL [#FF00B0F0]: Okay people we need your calls tonight.
af66ec3d-3346-4b14-8461-1432744c35c8 = 好了亲爱的听众们,请尽情拨打我们的热线.

//1404. ORIGINAL [#FF00B0F0]: It's crazy out there.
6185a2b2-694e-48d4-bf3a-d068bdfe999a = 那里越来越疯狂了.

//1405. ORIGINAL [#FF00B0F0]: The President doing nothing has led to...
118dac48-99b7-4dad-b153-970ae258cec7 = 总统的毫无所作为导致了...

//1406. ORIGINAL [#FF00B0F0]: Well people are scared.
3168f63d-b8c5-4f7e-a8ce-05e2bd89da60 = 额,大家都很害怕.

//1407. ORIGINAL [#FF00B0F0]: Firehoses have been turned on angry crowds in New York.
3a1c9dbc-8396-4895-a04b-54a6364b33bc = 在纽约,愤怒的人群遭到了高压水枪的驱散.

//1408. ORIGINAL [#FF00B0F0]: Looting and arson in Los Angeles.
129b5642-4884-4c07-9a47-a9a0ecaa3013 = 在洛杉矶发生大量抢劫与纵火.

//1409. ORIGINAL [#FF00B0F0]: And in the middle criminals using the climate of fear...
f98d66d8-d9a9-4ca4-9f6f-ad2a05824b6e = 而很多犯罪分子利用恐慌情绪...

//1410. ORIGINAL [#FF00B0F0]: ... to their own advantage.
d83aaa77-d1fe-4dcb-ba3f-979dd86804fb = ...来趁火打劫.

//1411. ORIGINAL [#FF00B0F0]: I've seen pictures of people taking TVs, computer game consoles... stuff like that...
71fd30a6-b4ec-4e13-b715-64e971f10b84 = 我看到了有人在抢电视,电脑游戏机... 以及各种电器...

//1412. ORIGINAL [#FF00B0F0]: I'm taking your calls:
ccada52c-3488-41b6-9726-418cd0bdd791 = 我们期待你的来电：

//1413. ORIGINAL [#FF00B0F0]: Are you stockpiling food and medicine?
1948232f-3bd3-499e-8190-96ecaa57829a = 你在储存食物和药品吗？

//1414. ORIGINAL [#FF00B0F0]: What do you make of the curfew rumors?
80db714d-a393-41b3-a4bd-f8b0793e8de3 = 您怎么看待宵禁的谣言？

//1415. ORIGINAL [#FF00B0F0]: Same place, same number... different nightmare.
6cb6ffd5-2ef6-4fad-a29c-d394c57f21c9 = 每个人都有不同的反应.

//1416. ORIGINAL [#FF00B0F0]: Call us now guys.
89d116c4-bf41-4f60-8b4f-6065dba1d4a4 = 现在就打给我们.

//1417. ORIGINAL [#FF00B0F0]: Francine wants to talk to us.
a4d795bc-92f9-44d0-8443-1785ce0d3e10 = 弗朗辛想要和我们谈谈.

//1418. ORIGINAL [#FF00B0F0]: You're on the air.
1581931e-66d6-453e-ae81-959a7e25c638 = 有请弗朗辛.

//1419. ORIGINAL [#FF8080FF]: You know how long it takes for this to incubate?
82d15f46-7727-40eb-b4be-badb8aa2974e = 你知道这种病会花多久杀了你吗？

//1420. ORIGINAL [#FF8080FF]: I mean the flu?
bb0023cb-c212-4093-8517-1302f14f14e6 = 我是说这种流感.

//1421. ORIGINAL [#FF8080FF]: Not when they... get you.
737e2002-b0ee-4a57-a193-16c5925a8f5b = 我不是说当它们咬到你.

//1422. ORIGINAL [#FF00B0F0]: One day? Two days?
fb463f06-3190-4a99-b0c9-021c0e4aa42e = 一天？两天？

//1423. ORIGINAL [#FF8080FF]: Two days before the military rolled out: what were you doin'?
131aeebb-d334-4268-9e20-0b04b6c230f2 = 军队部署的前两天：你在做什么？

//1424. ORIGINAL [#FF00B0F0]: Francine I don't know. It's been a long week.
8f48e8af-a153-4582-8fd9-b0a54fd7d45f = 弗朗辛我不知道.这是漫长的一周.

//1425. ORIGINAL [#FF00B0F0]: My head's a mess. Do you know what you were doing?
0bc509c9-0dbf-4404-99e5-efa8debee20b = 我的脑子里一团乱麻.你还记得你当时在干嘛吗？

//1426. ORIGINAL [#FF8080FF]: Sure I do. I was watching the fireworks.
d249bab2-0d8d-492a-a682-bc0eb4d1013d = 记得.我当时在看烟火秀.

//1427. ORIGINAL [#FF8080FF]: Waving a flag.
fcdddf28-9a1b-43e6-8b46-5f914088a3f3 = 挥舞旗帜.

//1428. ORIGINAL [#FF8080FF]: This thing began July 4th. Independence Day.
fb7caa9d-c903-4937-93ad-310245cf0833 = 那是7月4日.独立日.

//1429. ORIGINAL [#FF00B0F0]: Maybe Francine, but what's your point?
ffc9572b-0668-4952-9805-19e4b96cc080 = 好的弗朗辛,那你的观点是？

//1430. ORIGINAL [#FF8080FF]: Terrorism. Terrorism is my point.
e0d30e24-38ca-43d3-a67f-14e651105005 = 恐怖分子.我认为是恐怖主义.

//1431. ORIGINAL [#FF8080FF]: They've been coming for us for years.
b61bd1ad-17df-4237-8c45-343da7812e26 = 他们已经计划了几年了.

//1432. ORIGINAL [#FF8080FF]: This is their moment.
c7e3b476-4037-4ebd-90d8-a53ac87d1bd8 = 而这就是他们的时刻.

//1433. ORIGINAL [#FF00B0F0]: Francine, right now I don't think it's the time for theories.
9f3017b2-0721-4fdb-9523-35e4ede09f54 = 弗朗辛,我不认为现在是该理论的时候了.

//1434. ORIGINAL [#FF00B0F0]: I've heard enough theories.
f3795857-963d-410a-b9d4-10c48108711a = 我已经听到了太多的理论了.

//1435. ORIGINAL [#FF00B0F0]: Let's get positive. Let's try to help folks out there.
e289c617-9571-469c-83e6-ff817defa47f = 让我们乐观点.我们应该给那里的人提供帮助.

//1436. ORIGINAL [#FF00B0F0]: If you have tips. If you have advice.
08c4f440-bbf0-4269-816f-083e615bc15d = 如果你有好的意见和建议.

//1437. ORIGINAL [#FF00B0F0]: Call me.
7f051e20-7239-4b1f-a4aa-da809ca56538 = 拨打我们的热线.

//1438. ORIGINAL [#FF00B0F0]: Something's up in the Event camps.
05d78cad-289d-43af-bc3a-6b8151f94d86 = 边界营地发生了一些事情.

//1439. ORIGINAL [#FF00B0F0]: We've got Danielle on the line again.
810330e4-cac2-4863-825b-c18473a5764b = 我们又接到了丹妮尔的来电.

//1440. ORIGINAL [#FF00B0F0]: Danielle, honey. What's happening?
13330f65-28c5-46d4-ae99-d654befcfc98 = 丹妮尔,发生了什么？

//1441. ORIGINAL [#FF8080FF]: I'm on a carphone. The battery's low.
0d36990b-1529-46f6-a489-05848df3d4b5 = 我正在用车载电话,但是快没电了.

//1442. ORIGINAL [#FF8080FF]: I need to be quick.
be4dfa74-fcbe-4cf5-bd69-f2a4c4d338e0 = 我要长话短说.

//1443. ORIGINAL [#FF00B0F0]: What's happening? What's that noise?
c458da54-9d6d-4afe-8ae8-96efb340ac13 = 发生了什么？那是什么声音？

//1444. ORIGINAL [#FF8080FF]: There were gunshots, and then there was this....
d11ea604-8822-426e-b226-4f32d6693436 = 那是枪声,不仅如此....

//1445. ORIGINAL [#FF8080FF]: ... this huge wave of infected people.
3bd476f9-7170-4783-83d5-01d109a1d22e = ... 还有一大波感染者.

//1446. ORIGINAL [#FF8080FF]: They just appeared.
a3659a28-7dc9-4d27-bbb1-f25076e20d20 = 他们突然就出现了.

//1447. ORIGINAL [#FF8080FF]: Hundreds of them over the perimeter. Thousands maybe.
06f0f7d2-f0c9-4b86-baab-3d9c60dd6db6 = 有上百个感染者越过了路障,也许有上千个.

//1448. ORIGINAL [#FF8080FF]: There weren't enough soldiers. Or guns.
5e9d816a-417b-4813-b6d3-257d7708799b = 这里的士兵不够,枪也是.

//1449. ORIGINAL [#FF8080FF]: I'm lying on the back seat of this car.
5c32d26f-4883-4912-880d-6d6745545b84 = 我躺在这辆车的后排.

//1450. ORIGINAL [#FF8080FF]: All I can hear is...
ecaecc3b-21d3-4938-803d-cc07fe1ffb09 = 我一直听到...

//1451. ORIGINAL [#FF8080FF]: OH GOD. OH THEY'RE <bzzt> <fzzt>
5949cf0e-da4f-44ee-b343-a412b9038f12 = 啊,完了,它们来了... <哔......><呋......>

//1452. ORIGINAL [#FF00B0F0]: Danielle, honey can you hear me?
ef89f2e7-e573-4098-8bbf-89da285de4e9 = 丹妮尔,你还能听到我吗？

//1453. ORIGINAL [#FF00B0F0]: Let's get the message out there.
34ff9f38-bad0-4f26-a521-582c326c5b2e = 让我们把这消息告诉所有人.

//1454. ORIGINAL [#FF00B0F0]: Danny? Tell us what you know.
c3a53a5d-2caa-4190-9e24-3ba9df76e281 = 丹尼？告诉我们你知道什么.

//1455. ORIGINAL [#FF00B050]: It's spread through bites. Maybe scratches, but definitely bites.
319d8ce8-593f-4a04-b0ec-6df70589ed87 = 它通过咬伤传播.刮伤也许也会,但是咬伤一定会导致感染.

//1456. ORIGINAL [#FF00B0F0]: Have you been in there Danny?
412e4a54-06dd-4006-b836-58d11a012427 = 你到过那里面吗丹尼？

//1457. ORIGINAL [#FF00B050]: Kinda. We live on a farm near the river. I swam it.
458795a6-8531-46da-823a-4259c0a0069f = 到过.我们住在一处靠近河边的农场里.我游过了河.

//1458. ORIGINAL [#FF00B050]: My sister went into West Point to see what was going on.
1802a511-b309-42e0-b29d-fe59bce6a3a6 = 我妹妹去到西点想看看发生了什么.

//1459. ORIGINAL [#FF00B050]: She said everyone had turned.
089c018e-e525-4f31-80ba-9a4037e04589 = 她说所有人都变异了.

//1460. ORIGINAL [#FF00B050]: And I mean EVERYONE.
525460ff-a59f-4123-9412-d8c2e75eecd1 = 我是说所有人.

//1461. ORIGINAL [#FF00B050]: One took a chunk from her wrist.
9d307848-05bf-438a-87c9-9ad4b9022322 = 其中一个在她的手腕上狠狠地咬了一口.

//1462. ORIGINAL [#FF00B050]: She got back and I cleaned the wound, but...
9b34bf78-4d82-4b6b-aa88-60369d4d3f1c = 她逃了回来,我帮她清理了伤口,但...

//1463. ORIGINAL [#FF00B050]: It just got worse.
6f23f81a-8436-4528-8dad-2799504ce951 = 并没有多大用处.

//1464. ORIGINAL [#FF00B050]: Then she died.
657d47ec-2880-4d2c-90e7-d69d9c9e3cb6 = 现在她死了.

//1465. ORIGINAL [#FF00B050]: She died, but she <sob> didn't go away.
c4c4816f-df6b-4e08-82dc-ca7f828cc2d3 = 她死了,但是她<抽泣>并没有离开.

//1466. ORIGINAL [#FF00B050]: It's okay man. We're all here with you.
544d4c8e-59ac-4780-9d9c-00fc1c94bd6f = 没事的,我们在这呢.

//1467. ORIGINAL [Red]: I ran. Swam the river... somehow.
ecb27627-d86f-4f2c-86b1-01de78801d70 = 我不知道怎么地... 拼命的游过了河.

//1468. ORIGINAL [Red]: She's still there.
0d6296cb-c4e7-403d-b461-49e7f6e8641a = 她还在那.

//1469. ORIGINAL [Red]: Standing there. Dead.
14d24576-8fc4-4b00-99d6-2a7f7a6e204f = 站在那里,死气沉沉的.

//1470. ORIGINAL [Red]: How the fuck is this happening?
a4547e14-1f5e-4844-83d7-c9e709df7b3f = 这怎么可能？

//1471. ORIGINAL [#FF8080FF]: Hi it's Carla.
36a49529-ab51-4396-a5d8-3f4c1d3f07b1 = 嗨,这里是卡拉.

//1472. ORIGINAL [#FF00B0F0]: You watching the news Carla?
9f5da4aa-6a8d-4711-9a1b-2c51057e7986 = 你在看新闻吗卡拉？

//1473. ORIGINAL [#FF8080FF]: I don't need to see the news, it's outside my front room.
1fd0ac44-c64d-43a9-8dd9-c01c6012f6ba = 我不需要看新闻,这事就发生在我家门口.

//1474. ORIGINAL [#FF8080FF]: Cars, people... everyone moving North.
8f2e72c1-95b7-4f33-a7a6-58d8e13bc790 = 车子,人群... 所有人都在往北边去.

//1475. ORIGINAL [Black]: How do they look?
adb96912-e54b-4f9d-b3dc-2cbf04dabf9a = 他们看起来怎么样

//1476. ORIGINAL [#FF8080FF]: Scared. Same as me.
ee60808f-e1d0-4459-a1ab-df585d804bf6 = 吓到了.像我一样.

//1477. ORIGINAL [Black]: Will you join them?
2dfdb368-13da-42b5-990a-f13a185b5d9a = 你会加入他们吗？

//1478. ORIGINAL [#FF8080FF]: I've got three children under the age of six.
93e60bd8-cb57-4e36-b14b-3d9edf36bbd2 = 我还有三个未满6岁的孩子.

//1479. ORIGINAL [#FF8080FF]: My husband's been gone a week.
56c64e96-3e04-43ba-b4b9-0f09660c4dc9 = 我丈夫已经消失了一个星期了.

//1480. ORIGINAL [#FF8080FF]: No clue where he is.
b384cf66-59b7-4e7e-8bc0-26e8c3db497a = 没有任何有关他的消息.

//1481. ORIGINAL [#FF8080FF]: I can't go. My kids... and he'll come back maybe.
2f04a057-ccb3-42eb-ab3d-4b5fcd821e64 = 我还不能走.我的孩子们... 而且他有可能会回来的.

//1482. ORIGINAL [#FF8080FF]: We've got enough to eat.
35833264-35ca-47fa-bb15-ba7821a1001d = 我们有足够的食物.

//1483. ORIGINAL [#FF8080FF]: We...
33d8fd2e-6be3-47a5-b898-5b614ecd219b = 我们... 

//1484. ORIGINAL [Black]: <bang> <bang>
982b90b3-f291-4956-8406-661960c15f9a = <砰> <砰>

//1485. ORIGINAL [Red]: Hey! We only want to use the bathroom!
1dd0a9c6-563b-483a-837a-aad8e17d26d2 = 嘿！我们只想借用一下卫生间！

//1486. ORIGINAL [#FF8080FF]: I'm sorry I've got to keep quiet.
501f7159-b2ed-4065-a3c0-a85b9e841537 = 对不起我们得保持安静.

//1487. ORIGINAL [Yellow]: Mommy? What's that...
1c37cd5e-0b7a-44a4-ae51-606c36662381 = 妈咪？那是什么... 

//1488. ORIGINAL [Red]: LET US IN! WE CAN HEAR YOU IN THERE!
6ac62aa9-baaf-4605-a5e3-a7fe70c5a83c = 让我们进去！我们能听到你们！

//1489. ORIGINAL [Black]: <crash!>
5f7f7172-3930-4ce0-aa46-a819d7af20c9 = <破门声>

//1490. ORIGINAL [#FF8080FF]: What are you...
4b6db3b5-2807-4d81-923f-bf8d0fc02bf8 = 你们干什么...

//1491. ORIGINAL [Black]: <click> <bzzt> <fzzt>
6df53ffe-6600-4fc5-87cb-3262c6fe44c7 = <啪嗒><哔......><呋......>

//1492. ORIGINAL [#FF00B050]: This is my advice: shoot for the head.
98e1ea2b-80a0-4cee-9a30-7545897d6520 = 我的建议：瞄准他们的头.

//1493. ORIGINAL [#FF00B0F0]: What if you don't have a gun Mike?
23f1ce69-a66d-4c8d-9ef0-7cb860a8f07f = 如果你没有枪呢麦克？

//1494. ORIGINAL [#FF00B050]: Then you find a goddamn gun.
c0c136b0-efed-4b22-9c8a-3322df2e9842 = 那就去找一把.

//1495. ORIGINAL [#FF00B050]: Bullets to the torso... limbs... they don't slow them.
c57f7391-099f-4cf1-8231-4a7acdc426f3 = 对它们的躯干... 四肢... 开枪毫无作用.

//1496. ORIGINAL [#FF00B050]: And they sure as hell don't make them hurt.
977044c2-9d39-4869-8f21-c6380c267185 = 它们没有痛觉.

//1497. ORIGINAL [#FF00B050]: Go for the brain.
0ad2c6f8-8108-4888-93ed-ad036d5e30bc = 摧毁它们的大脑.

//1498. ORIGINAL [#FF00B050]: Hell, if you lose your gun then use a bat.
db9428eb-046c-4b83-8779-64ea1c11d719 = 艹,如果你丢了你的枪那就用棍子.

//1499. ORIGINAL [#FF00B050]: Just burst their heads like a fuckin' balloon.
91422fda-b996-429f-ba75-3b0164fe9dc4 = 像打爆一个气球一样打爆它们的脑袋.

//1500. ORIGINAL [#FF00B0F0]: These are people's families you're talking about Mike.
682b33cf-c320-49c3-93c3-c7e19983f908 = 他们都是有家人朋友的麦克.

